filepath,azimuth,elevation,mod,gain
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_163613_6547.npy,-50,60,bpsk,30
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_145535_5561.npy,-40,40,cw,0
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173818_5763.npy,-20,-50,qam,0
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185624_3225.npy,0,0,pam4,0
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_193846_6242.npy,-70,0,qpsk,30
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_192557_8900.npy,70,30,qam64,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161223_8178.npy,-40,50,sine,15
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_190159_7174.npy,70,20,pam4,0
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194023_8695.npy,-50,10,qpsk,30
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_184212_6130.npy,-30,20,pam4,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194635_2082.npy,30,0,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171727_8817.npy,20,-40,qam,30
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_170952_7977.npy,-70,-70,qam,30
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201220_2852.npy,50,50,qpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144710_3146.npy,0,-40,cw,15
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185258_5349.npy,-40,60,pam4,0
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164217_6900.npy,30,30,bpsk,30
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200345_6078.npy,-60,-50,qpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200749_3161.npy,0,70,qpsk,0
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190709_6302.npy,-20,-70,qam64,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173424_8198.npy,-70,50,qam,0
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144701_4015.npy,0,-10,cw,15
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172828_9047.npy,10,10,qam,15
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164735_6282.npy,-50,-50,bpsk,15
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171718_4089.npy,20,-10,qam,30
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_192724_6276.npy,-60,40,qam64,0
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170648_5458.npy,40,10,bpsk,0
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_173329_2271.npy,70,70,qam,15
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_145049_7030.npy,50,-10,cw,15
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165630_9685.npy,60,-10,bpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164134_2391.npy,20,-40,bpsk,30
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194343_1343.npy,-10,50,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173607_8385.npy,-40,70,qam,0
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173719_2939.npy,-30,10,qam,0
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195324_8988.npy,-40,-60,qpsk,15
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143156_6355.npy,-40,-10,cw,30
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165046_4730.npy,-10,-40,bpsk,15
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_173049_9086.npy,40,-10,qam,15
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_190044_2454.npy,60,70,pam4,0
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182500_8636.npy,60,30,pam4,30
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170545_2557.npy,30,-60,bpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143609_3157.npy,10,70,cw,30
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_163303_5184.npy,70,-40,sine,0
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172319_2403.npy,-60,-70,qam,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161456_2271.npy,-10,-10,sine,15
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143435_8931.npy,-10,70,cw,30
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_192007_7012.npy,0,40,qam64,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182131_1759.npy,10,50,pam4,30
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172207_2615.npy,-70,-10,qam,15
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164636_5372.npy,-70,60,bpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164521_2534.npy,70,20,bpsk,30
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195708_1821.npy,10,30,qpsk,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194737_8828.npy,40,-50,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_172012_3693.npy,60,30,qam,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174526_2825.npy,70,70,qam,0
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_190112_4009.npy,60,-20,pam4,0
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190840_3550.npy,0,-60,qam64,30
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194315_2091.npy,-10,-40,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174036_8619.npy,10,40,qam,0
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_173142_5682.npy,50,30,qam,15
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174045_5707.npy,10,70,qam,0
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_150001_3005.npy,10,60,cw,0
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_183040_5697.npy,-20,40,pam4,15
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165155_5050.npy,0,-30,bpsk,15
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185544_5911.npy,-10,20,pam4,0
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173908_6995.npy,-10,60,qam,0
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171327_1274.npy,-30,20,qam,30
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143714_8760.npy,30,-20,cw,30
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_145936_6518.npy,10,-20,cw,0
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171445_7330.npy,-10,-30,qam,30
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_182809_3428.npy,-50,-70,pam4,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g30/rec_BeamUSRP_6GHz_20241010_160903_8447.npy,70,-40,sine,30
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_150324_1306.npy,60,40,cw,0
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190551_5664.npy,-30,-30,qam64,30
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143100_3863.npy,-50,-20,cw,30
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_183938_4492.npy,-60,20,pam4,15
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195643_8054.npy,10,-50,qpsk,15
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172918_8277.npy,20,-20,qam,15
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174327_9497.npy,50,-10,qam,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161534_3282.npy,0,40,sine,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_181549_7555.npy,-60,-10,pam4,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174116_5796.npy,20,-20,qam,0
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_184115_8323.npy,-40,10,pam4,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170549_7731.npy,30,-50,bpsk,0
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172543_3540.npy,-20,70,qam,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_193840_6109.npy,-70,-20,qpsk,30
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143621_1056.npy,20,40,cw,30
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194731_8824.npy,40,-30,qpsk,30
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165400_6810.npy,30,-20,bpsk,15
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144431_4881.npy,-30,-20,cw,15
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200854_9491.npy,10,-10,qpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200525_6799.npy,-40,-70,qpsk,0
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165127_6953.npy,0,60,bpsk,15
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185248_9777.npy,-50,60,pam4,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162635_6086.npy,-20,-70,sine,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201331_6574.npy,70,-20,qpsk,0
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182224_8498.npy,20,-70,pam4,30
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161847_2208.npy,40,20,sine,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_181729_7657.npy,-40,-30,pam4,30
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190610_7737.npy,-30,30,qam64,30
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182124_2933.npy,10,30,pam4,30
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144838_1656.npy,20,-20,cw,15
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143215_3430.npy,-40,-70,cw,30
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194629_6041.npy,30,-20,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174200_2987.npy,30,10,qam,0
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164800_6636.npy,-50,30,bpsk,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194622_2708.npy,30,-40,qpsk,30
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_193136_8765.npy,-10,20,qam64,0
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_150150_4124.npy,40,40,cw,0
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165254_5541.npy,10,70,bpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170300_3726.npy,-10,10,bpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200804_3489.npy,0,20,qpsk,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161319_2914.npy,-30,-20,sine,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g30/rec_BeamUSRP_6GHz_20241010_160810_5153.npy,60,60,sine,30
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171916_8417.npy,50,-60,qam,30
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161149_3425.npy,-50,-10,sine,15
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171826_5299.npy,40,70,qam,30
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185615_3497.npy,0,30,pam4,0
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190514_9727.npy,-40,0,qam64,30
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_163046_9208.npy,40,30,sine,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162754_8779.npy,0,-20,sine,0
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170241_2200.npy,-10,-50,bpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144447_1467.npy,-30,30,cw,15
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143333_2267.npy,-20,-20,cw,30
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195631_7881.npy,0,-60,qpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170753_4111.npy,50,50,bpsk,0
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_192820_8144.npy,-50,-10,qam64,0
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_191544_5925.npy,-60,-20,qam64,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170334_9512.npy,0,30,bpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_200118_6324.npy,70,-70,qpsk,15
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201207_6463.npy,50,10,qpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201325_7807.npy,70,-40,qpsk,0
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195355_2729.npy,-30,10,qpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165316_1283.npy,20,10,bpsk,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194610_2252.npy,20,-70,qpsk,30
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_181748_4413.npy,-30,-60,pam4,30
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190542_9181.npy,-30,-60,qam64,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173853_9388.npy,-10,10,qam,0
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_192919_7767.npy,-40,-30,qam64,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161232_9954.npy,-40,20,sine,15
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171234_1210.npy,-40,0,qam,30
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172655_5386.npy,-10,10,qam,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182457_8289.npy,60,40,pam4,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174517_4996.npy,70,40,qam,0
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_165717_5212.npy,70,10,bpsk,15
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_145036_5356.npy,50,-50,cw,15
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_191721_2805.npy,-40,-30,qam64,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_181913_9973.npy,-20,-60,pam4,30
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195746_2891.npy,20,0,qpsk,15
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_173214_2981.npy,60,20,qam,15
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_192603_7386.npy,70,50,qam64,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162325_3330.npy,-60,-60,sine,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_200844_1247.npy,10,-40,qpsk,0
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_193227_9067.npy,0,-30,qam64,0
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_150116_7399.npy,30,0,cw,0
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195758_2680.npy,20,-40,qpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_163817_2129.npy,-20,-10,bpsk,30
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_191309_4357.npy,60,-20,qam64,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173709_7176.npy,-30,-20,qam,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201145_1355.npy,50,-60,qpsk,0
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_183018_9409.npy,-30,40,pam4,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161643_6208.npy,10,30,sine,15
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201024_2608.npy,30,-20,qpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_145033_3724.npy,50,-60,cw,15
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_182028_3849.npy,0,0,pam4,30
./oct10_outdoor_gain_experiments/qam64_1M_g15/rec_BeamUSRP_6GHz_20241010_192057_9592.npy,10,-30,qam64,15
./oct10_outdoor_gain_experiments/qam64_1M_g0/rec_BeamUSRP_6GHz_20241010_193751_4358.npy,70,20,qam64,0
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_185653_7069.npy,10,-60,pam4,0
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171954_9496.npy,50,60,qam,30
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_190241_8709.npy,-70,-40,qam64,30
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170024_2499.npy,-40,40,bpsk,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_163228_9414.npy,60,0,sine,0
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162909_7306.npy,20,40,sine,0
./oct10_outdoor_gain_experiments/qpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_201204_1587.npy,50,0,qpsk,0
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174402_7641.npy,60,50,qam,0
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171724_5058.npy,20,-30,qam,30
./oct10_outdoor_gain_experiments/pam4_1M_g30/rec_BeamUSRP_6GHz_20241010_181857_2544.npy,-20,-10,pam4,30
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161903_6906.npy,40,-30,sine,15
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143336_2691.npy,-20,-30,cw,30
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164807_6351.npy,-50,50,bpsk,15
./oct10_outdoor_gain_experiments/qam_1M_g15/rec_BeamUSRP_6GHz_20241010_172524_1487.npy,-30,20,qam,15
./oct10_outdoor_gain_experiments/cw_1M_g0/rec_BeamUSRP_6GHz_20241010_150054_5727.npy,30,-70,cw,0
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164053_3410.npy,10,60,bpsk,30
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164928_3714.npy,-30,10,bpsk,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170421_6627.npy,10,-30,bpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143559_8634.npy,10,40,cw,30
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164037_2327.npy,10,10,bpsk,30
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170809_7425.npy,60,50,bpsk,0
./oct10_outdoor_gain_experiments/cw_1M_g15/rec_BeamUSRP_6GHz_20241010_144508_1474.npy,-20,50,cw,15
./oct10_outdoor_gain_experiments/bpsk_1M_g0/rec_BeamUSRP_6GHz_20241010_170033_8609.npy,-40,10,bpsk,0
./oct10_outdoor_gain_experiments/qam64_1M_g30/rec_BeamUSRP_6GHz_20241010_191203_6279.npy,50,-40,qam64,30
./oct10_outdoor_gain_experiments/qam_1M_g30/rec_BeamUSRP_6GHz_20241010_171203_2682.npy,-50,50,qam,30
./oct10_outdoor_gain_experiments/pam4_1M_g0/rec_BeamUSRP_6GHz_20241010_190022_8754.npy,50,10,pam4,0
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_163858_5570.npy,-10,-10,bpsk,30
./oct10_outdoor_gain_experiments/cw_1M_g30/rec_BeamUSRP_6GHz_20241010_143417_5328.npy,-10,10,cw,30
./oct10_outdoor_gain_experiments/bpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_164934_4455.npy,-30,30,bpsk,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g15/rec_BeamUSRP_6GHz_20241010_161403_9607.npy,-20,30,sine,15
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195026_9076.npy,-70,-60,qpsk,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162700_5983.npy,-10,0,sine,0
./oct10_outdoor_gain_experiments/bpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_164406_5987.npy,60,70,bpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_174458_4929.npy,70,-20,qam,0
./oct10_outdoor_gain_experiments/pam4_1M_g15/rec_BeamUSRP_6GHz_20241010_183152_4550.npy,-10,40,pam4,15
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194703_3182.npy,40,60,qpsk,30
./oct10_outdoor_gain_experiments/qpsk_1M_g15/rec_BeamUSRP_6GHz_20241010_195225_4083.npy,-50,20,qpsk,15
./oct10_outdoor_gain_experiments/sine_1k_1M_g0/rec_BeamUSRP_6GHz_20241010_162601_9279.npy,-20,40,sine,0
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173840_1391.npy,-10,-30,qam,0
./oct10_outdoor_gain_experiments/qpsk_1M_g30/rec_BeamUSRP_6GHz_20241010_194604_1231.npy,20,-50,qpsk,30
./oct10_outdoor_gain_experiments/qam_1M_g0/rec_BeamUSRP_6GHz_20241010_173927_4057.npy,0,30,qam,0
